time,azimuth,elevation,range
0.0,-153.434948822922,77.39561735162081,1024.6950765959598
1.0033444816053512,-153.03363805077674,77.56330593047326,1024.5430307844758
2.0066889632107023,-152.59576733562182,77.72744303875498,1024.4137622197015
3.0100334448160533,-152.1207545291182,77.88769173933842,1024.3079723228966
4.013377926421405,-151.6081293751939,78.04370814558986,1024.2263352172026
5.016722408026756,-151.05755170650747,78.19514246934295,1024.169496810997
6.020066889632107,-150.46883051680214,78.34164027784921,1024.1380739163924
7.023411371237458,-149.84194362032008,78.48284397382294,1024.1326534047762
8.02675585284281,-149.17705752487018,78.61839450941858,1024.1537914012254
9.03010033444816,-148.47454705657182,78.74793334048016,1024.2020125195718
10.033444816053512,-147.73501418606804,78.87110462160103,1024.277809139811
11.036789297658864,-146.95930542380395,78.98755763539089,1024.3816407294826
12.040133779264213,-146.14852708273708,79.09694944094784,1024.513933210546
13.043478260869565,-145.3040576584838,79.19894771703039,1024.675078373202
14.046822742474916,-144.4275565577702,79.2932337651371,1024.8654333379918
15.050167224080267,-143.52096842421898,79.3795056270521,1025.085320067413
16.05351170568562,-142.586522372822,79.4574812609861,1025.3350249281773
17.05685618729097,-141.62672555547573,79.52690171090134,1025.614798305118
18.06020066889632,-140.64435064088477,79.58753419572113,1025.9248542676319
19.06354515050167,-139.64241699986297,79.63917503963654,1026.2653702894243
20.066889632107024,-138.62416563364226,79.68165236235306,1026.6364870221887
21.070234113712374,-137.59302815541272,79.71482844941255,1027.0383081237262
22.073578595317727,-136.5525904168888,79.73860172802397,1027.4709001408758
23.076923076923077,-135.50655164221777,79.7529082831834,1027.9342924474943
24.080267558528426,-134.45868016997352,79.75772286198207,1028.4284772375815
25.08361204013378,-133.41276709051937,79.75305933027103,1028.9534095735203
26.08695652173913,-132.37257918448188,79.73897056437734,1029.509007489257
27.090301003344482,-131.3418126078611,79.71554778021917,1030.0951521481159
28.093645484949832,-130.32404872680908,79.6829193217041,1030.7116880548097
29.096989966555185,-129.32271338418508,79.64124894850329,1031.358423321073
30.100334448160535,-128.3410406914485,79.59073367905765,1032.0351299842216
31.103678929765888,-127.38204219962489,79.5316012571375,1032.7415443778107
32.10702341137124,-126.44848203185781,79.4641073188725,1033.4773675534493
33.11036789297659,-125.54285827847319,79.38853234167038,1034.2422657527088
34.11371237458194,-124.66739068348141,79.30517845694617,1035.0358709279494
35.11705685618729,-123.82401440597194,79.21436620546204,1035.8577813107916
36.12040133779264,-123.01437943358285,79.11643130794312,1036.7075620268429
37.123745819397996,-122.23985506593363,79.01172151518303,1037.5847457552186
38.12709030100334,-121.5015387765372,78.90059359189735,1038.4888334312832
39.130434782608695,-120.80026870094581,78.78341047784087,1039.41929499098
40.13377926421405,-120.13663898207658,78.66053865888055,1040.3755701550258
41.137123745819395,-119.51101722390453,78.53234577034463,1041.357069251196
